Region	Group	max_MAF	Pvalue	Pvalue_Burden	Pvalue_SKAT	BETA_Burden	SE_Burden	MAC	Number_rare	Number_ultra_rare
gene_0	synonymous	0.5	0.693747377087596	0.795944891607468	0.493691553809237	-7.96153084866942e-05	0.000307872044870185	105943.931227952	51	0
gene_1	synonymous	0.5	1	0.947075437483771	0.846743888043493	-2.01974406945215e-05	0.000304270804514287	139389.856249139	77	0
gene_10	synonymous	0.5	0.844653087794868	0.647455965959641	0.681027738786427	0.000147118486120549	0.000321711625123547	153430.232745692	76	0
gene_11	synonymous	0.5	0.906713551525268	0.736467772003265	0.945787169095207	0.000103764724736036	0.000308333014819683	145835.912795186	70	0
gene_12	synonymous	0.5	0.532368090319244	0.354615347456986	0.463417276799516	-0.000303259290948553	0.000327609118254102	170400.55503878	77	0
gene_13	synonymous	0.5	0.891823906434916	0.716736825712536	0.859243623672876	0.000156290919635261	0.000430763088403442	117521.957609333	68	0
gene_14	synonymous	0.5	0.317062686642958	0.205004830913303	0.31145827320626	-0.000443015488496739	0.000349540936900853	153235.098580576	73	0
gene_15	synonymous	0.5	0.185391780187974	0.135993474350494	0.130114241101327	0.000506475009838338	0.000339715885532264	97491.2367007807	70	0
gene_16	synonymous	0.5	0.513705067596905	0.41116039477554	0.340756545581479	-0.000306924479899655	0.000373454094722692	141784.516410463	70	0
gene_17	synonymous	0.5	0.692670290571698	0.547212570145324	0.495565989690082	-0.000169374399867835	0.000281379810123412	160112.410575673	74	0
gene_18	synonymous	0.5	0.283943850149282	0.873090998724589	0.178591305379501	-5.39662447086672e-05	0.000337851732084263	104800.907911859	60	0
gene_19	synonymous	0.5	0.669306978613394	0.927028408622716	0.476279950460916	3.41576384058856e-05	0.000372964332108799	164999.999878421	79	0
gene_2	synonymous	0.5	0.351180698245355	0.224406339496318	0.709973359231459	0.000410608529994106	0.000337978760163311	150423.695351385	84	0
gene_20	synonymous	0.5	0.396826078062421	0.257744434114246	0.306940241516638	-0.000319270638300042	0.000282106394466122	194665.804144217	87	0
gene_21	synonymous	0.5	0.131749809763325	0.288553257632918	0.0807778205969248	0.000341290889697954	0.000321577930315673	170351.20070906	83	0
gene_22	synonymous	0.5	0.485271282654168	0.314822261845127	0.389996096331073	0.000283795800702795	0.000282340360799438	139120.274465218	73	0
gene_23	synonymous	0.5	0.153108853676943	0.095805505814629	0.170197830727155	-0.000472357969766159	0.000283606871950017	156776.693105474	76	0
gene_24	synonymous	0.5	0.701459526076541	0.493981918237656	0.640112711979088	0.000184976976691115	0.00027043840435303	157555.612744555	75	0
gene_25	synonymous	0.5	0.2284302638325	0.863296185340266	0.135416122438157	-4.54168247124345e-05	0.000263775583329932	170563.728231199	85	0
gene_26	synonymous	0.5	0.0559110637200828	0.691756982916331	0.0329636129145214	-0.000104379590120368	0.000263271136528101	198543.167453744	85	0
gene_27	synonymous	0.5	0.214902306642139	0.125760995135842	0.586382877849028	-0.000558254691791791	0.000364625932252748	130451.787267059	82	0
gene_28	synonymous	0.5	0.402460008690639	0.294810162561676	0.25717538507787	0.00035809185955329	0.00034181212846731	73369.2139474377	48	0
gene_29	synonymous	0.5	0.313428740036048	0.191224941257248	0.519078220083218	0.000432688369828279	0.000331063726904165	144012.040458128	76	0
gene_3	synonymous	0.5	0.893570698627234	0.722578245620411	0.728333453394266	0.00010301177817036	0.000290161644553504	136948.786187165	75	0
gene_30	synonymous	0.5	0.724980761033329	0.755691565148559	0.519534512730689	0.000103049616485023	0.000331196475260507	142845.036084294	77	0
gene_31	synonymous	0.5	0.871722023312789	0.690120292822134	0.715449884124722	0.000138974594386939	0.000348576484283463	170109.419588678	92	0
gene_32	synonymous	0.5	0.830221835706678	0.632656937589061	0.988053329740977	0.000142334104538789	0.000297775985886665	170907.365032703	92	0
gene_33	synonymous	0.5	0.68472265869809	0.771575799888415	0.482334079629728	-8.07636870440394e-05	0.00027819396784129	154206.403724518	76	0
gene_34	synonymous	0.5	0.13407393841566	0.721556587211057	0.0773643892227742	-0.000113363882410403	0.000318099022615213	171903.028594449	89	0
gene_35	synonymous	0.5	0.379169647659809	0.235100728696212	0.712146433245666	-0.000318953437198621	0.00026863268939538	157662.166730314	82	0
gene_36	synonymous	0.5	0.567032104735414	0.76896911571471	0.38453782933325	8.52980077586434e-05	0.000290402291287233	176256.358756006	79	0
gene_37	synonymous	0.5	0.432727353872262	0.277933049544379	0.370039088826985	0.000346743427250689	0.000319586773208388	125388.024762303	65	0
gene_38	synonymous	0.5	0.1688660498164	0.72119920973784	0.0967331852285069	-0.000106705491864246	0.000299015097813063	168003.158973709	78	0
gene_39	synonymous	0.5	0.380593186851535	0.266366383248158	0.244511284968731	-0.000385231375221457	0.000346596495137683	116432.353755681	65	0
gene_4	synonymous	0.5	0.920410351029844	0.982997836658622	0.766933320454656	-6.49602188036946e-06	0.000304824931794553	143755.594763007	68	0
gene_40	synonymous	0.5	0.13855309685797	0.112620372738331	0.0981178277019379	-0.000647195391205109	0.000407932799026744	117102.97075972	74	0
gene_41	synonymous	0.5	0.182321702282954	0.126251463623712	0.146878152961535	0.00046300531062923	0.000302805399006948	143292.145218723	71	0
gene_42	synonymous	0.5	0.398863682624745	0.25818089422041	0.44486523718595	-0.000419621931136842	0.000371116566514477	105553.157766655	59	0
gene_43	synonymous	0.5	0.0822761265414698	0.0482335715199753	0.412736696436705	-0.000679041393230289	0.000343765378033318	143782.958040969	75	0
gene_44	synonymous	0.5	0.210588562823619	0.12751259687285	0.542504474218439	0.000477096808293789	0.00031305884372999	140318.667658523	77	0
gene_44	Cauchy	NA	0.210588562823619	0.12751259687285	0.542504474218439	NA	NA	NA	NA	NA
gene_45	pLoF	0.5	0.0159749044596318	0.0159749044596318	0.0159749044596318	-0.0366253141624081	0.0152004526604607	486.889226436615	1	0
gene_45	synonymous	0.5	0.440977904132068	0.286749366394085	0.500817573266792	-0.000335158548050002	0.000314620227122308	141350.617396488	66	0
gene_45	Cauchy	NA	0.0315742279876312	0.0306578570283992	0.0318738246151472	NA	NA	NA	NA	NA
gene_46	synonymous	0.5	0.769233261850165	0.565001213563727	0.909696967178843	-0.000169274676121636	0.000294171277145496	147665.784979507	75	0
gene_47	synonymous	0.5	0.0514253853263135	0.0305705595817743	0.0985521397575086	0.000733327391949575	0.000339092402984449	133528.497579649	72	0
gene_48	synonymous	0.5	0.213779867772196	0.460852994453678	0.130458644466503	0.000243763745338376	0.00033055266027256	142994.868184263	70	0
gene_49	synonymous	0.5	0.0220338151346685	0.0124522896483864	0.093838714441414	-0.000847935562297888	0.000339301675069288	109552.26621829	62	0
gene_5	synonymous	0.5	0.73717660822789	0.712672874192526	0.529932794234157	-0.000117707384356927	0.000319623628304107	101989.372675121	64	0
gene_50	synonymous	0.5	0.53363499026642	0.35601101356671	0.904191487797041	-0.000305596811589557	0.000331093424876518	163073.624167014	75	0
gene_51	synonymous	0.5	0.761525920384204	0.566070608232356	0.991831391793332	0.000163331097327176	0.000284624280117665	117505.132025868	65	0
gene_52	synonymous	0.5	0.764210150357567	0.55688868831047	0.973920747315697	0.00017729998374224	0.000301803073017672	133546.802420586	68	0
gene_53	pLoF	0.5	0.938351501371053	0.938351501371053	0.938351501371053	0.000126514014680216	0.00163577434090692	3588.76434904337	1	0
gene_53	synonymous	0.5	0.348280373024975	0.21942314942901	0.576692908648688	0.000394075175696503	0.000320891542687549	137019.015420571	68	0
gene_53	Cauchy	NA	0.869001411516283	0.848680505410375	0.886014429175091	NA	NA	NA	NA	NA
gene_54	synonymous	0.5	0.756699381052338	0.594728519672291	0.549801976425286	-0.000163445970289433	0.000307231372158519	180147.553192437	88	0
gene_55	synonymous	0.5	0.809833713091565	0.823778867196023	0.612886261430195	-6.48680653667702e-05	0.000291296621805329	127563.67808011	66	0
gene_56	synonymous	0.5	0.464697458045881	0.639504336715698	0.298789304362024	-0.000164728278892007	0.000351688976071572	141990.289788499	78	0
gene_57	synonymous	0.5	0.22559244199431	0.133616358078236	0.283209389402391	0.000439578365627632	0.000293053718648334	157835.809887409	84	0
gene_58	synonymous	0.5	0.88789144058532	0.782976380021559	0.709724509764979	9.77992339477712e-05	0.000355062391441747	118780.316071481	71	0
gene_59	synonymous	0.5	0.651011923437012	0.75549279899893	0.451823322074517	8.58692343203454e-05	0.000275747823253134	166366.754829869	70	0
gene_6	synonymous	0.5	0.502630420576041	0.331761913998234	0.876426737571775	-0.000312187476841797	0.000321653389272581	139942.427187104	66	0
gene_60	synonymous	0.5	0.468378716660444	0.300598482444797	0.712943674788691	0.000313473462599036	0.000302828782729727	189369.182026275	79	0
gene_61	synonymous	0.5	0.576518762391778	0.890711307105006	0.391863070331378	-4.65745727034648e-05	0.000338960314562255	108145.09719947	69	0
gene_62	synonymous	0.5	0.0191303355679502	0.0107293921586111	0.264603319351403	0.000804607871197926	0.000315360489260384	123281.264726579	69	0
gene_63	synonymous	0.5	0.0170227119224055	0.0553291686370042	0.0093590022856499	0.000554189711849142	0.000289200449674105	134516.933344629	71	0
gene_64	synonymous	0.5	0.395646099115449	0.859993429375963	0.257257830302104	-6.63865727915959e-05	0.000376378392994218	147104.363362402	82	0
gene_65	synonymous	0.5	0.689357381707815	0.884874813216481	0.49279384438013	4.72967315694738e-05	0.000326652117836916	147756.327262148	65	0
