sample_id	phenotype
sample_0	0.7510609279547629
sample_1	-0.4777177273637876
sample_2	0.527664390266136
sample_3	-0.47170084613949365
sample_4	-0.47399770924311446
sample_5	0.22904250965353717
sample_6	-1.912033151174439
sample_7	-1.7249088841733329
sample_8	-0.5699207906578589
sample_9	-1.0175028654224034
sample_10	0.3008524260068654
sample_11	-0.9133847390196057
sample_12	-1.4143496304201775
sample_13	1.4446854622444196
sample_14	-0.23562151989931304
sample_15	0.05575503402117815
sample_16	-1.4267123151220666
sample_17	-0.5521336779314345
sample_18	0.0988641787636761
sample_19	-1.154757152067297
sample_20	0.36189918367378854
sample_21	-0.6080198612142798
sample_22	-0.30110568016068573
sample_23	-0.6090807638503645
sample_24	1.8287734826147086
sample_25	-0.024737798477223655
sample_26	-1.0620876697674944
sample_27	0.8058088602595502
sample_28	-1.2241480856236577
sample_29	0.19616139754781653
sample_30	-1.9581181001132484
sample_31	-1.330784900733003
sample_32	0.1842379324043937
sample_33	0.7222831924407922
sample_34	0.158912548195772
sample_35	-0.12621739607077473
sample_36	-0.31045377243424194
sample_37	-1.480132652925128
sample_38	-0.7264418171305532
sample_39	-0.4689401907156532
sample_40	1.0388442491101573
sample_41	0.3300303215973339
sample_42	-1.7627806211000576
sample_43	0.31062440455559975
sample_44	-0.39388034863178256
sample_45	-0.683801745604481
sample_46	0.5963263201274536
sample_47	1.0128932553286059
sample_48	0.9138293282385087
sample_49	-0.8450304664386816
sample_50	-0.31850915266155105
sample_51	0.31775667447376515
sample_52	0.9578033731800493
sample_53	-0.4873538201387425
sample_54	-0.19576789555411822
sample_55	-1.1103920988997842
sample_56	-1.1996730040066514
sample_57	0.7958556281021048
sample_58	1.3359958882018528
sample_59	-0.08286607793103788
sample_60	0.9856071745363599
sample_61	0.3479296227698461
sample_62	-0.6522085426506765
sample_63	0.34769078355804656
sample_64	1.516597439804533
sample_65	-0.046919840928221684
sample_66	1.54302963524413
sample_67	-2.6138542707810593
sample_68	0.8051706752106194
sample_69	0.07514559603908
sample_70	-0.3083712070214562
sample_71	0.07982832015559438
sample_72	-1.9858335063052974
sample_73	-0.22955723281881552
sample_74	0.34343590283082764
sample_75	1.4568502473305
sample_76	-0.5261928145912209
sample_77	-0.8145085008002804
sample_78	-0.5097881844191127
sample_79	1.6918340506956693
sample_80	0.3152608667409937
sample_81	-0.5376072740304629
sample_82	0.4985643261884731
sample_83	0.08511014471936657
sample_84	0.9509485926173553
sample_85	-0.7087676472933437
sample_86	-0.33683764924416004
sample_87	-0.4008600388312498
sample_88	-1.4652242550862928
sample_89	0.2828445233661662
sample_90	0.24801000802032117
sample_91	-0.006249448959693327
sample_92	-0.24437443735868125
sample_93	-1.4173965108415156
sample_94	-0.42920962773858984
sample_95	-0.35179107682836996
sample_96	-0.8083330283772971
sample_97	-0.17155484107468558
sample_98	0.3900656530637106
sample_99	1.8624583168723536
sample_100	0.16210098292148528
sample_101	0.24452816487485207
sample_102	-0.08528586113725062
sample_103	-1.9174880285285136
sample_104	-0.0376688880477176
sample_105	0.04850501050511939
sample_106	2.43572141816581
sample_107	-0.2024258301155904
sample_108	0.28823591541127935
sample_109	-0.045812895847068554
sample_110	-1.1723253686453132
sample_111	1.123981509691357
sample_112	0.7356611273498007
sample_113	0.7745030364448786
sample_114	-0.9147391565188219
sample_115	1.3822441596280528
sample_116	-1.4039656992349836
sample_117	4.301421894584426
sample_118	2.1647280135597273
sample_119	-0.9953546185246496
sample_120	-0.5739046311421937
sample_121	0.08766704223509048
sample_122	-0.5114954981678377
sample_123	-1.551799892994097
sample_124	0.056783002381001195
sample_125	-1.0666502652122687
sample_126	0.4591501157180227
sample_127	-0.9247099621280813
sample_128	1.5284170713993388
sample_129	-0.7894341000317249
sample_130	-0.33127383295548873
sample_131	0.7968405064330912
sample_132	-1.234102884170715
sample_133	0.2146354995558228
sample_134	1.287221340465082
sample_135	-1.608246208153807
sample_136	0.1720909281510197
sample_137	0.24684523702911146
sample_138	0.7653544943380034
sample_139	-1.2401492714837077
sample_140	-1.3231062721011713
sample_141	0.5071814418227124
sample_142	0.2837032376797492
sample_143	0.23751701517243226
sample_144	0.33284163987610005
sample_145	-0.6868840720475353
sample_146	0.21939775171865356
sample_147	0.279816753445605
sample_148	-0.7209851320108248
sample_149	1.8421810951005486
sample_150	0.45938902520223657
sample_151	-1.1948021063970042
sample_152	0.640908652003615
sample_153	-0.9796041795513585
sample_154	0.7705816398492678
sample_155	1.139650596536295
sample_156	-0.8266170973078906
sample_157	0.9457143646451847
sample_158	0.39873833862681807
sample_159	0.8053272945268506
sample_160	1.8729956757727857
sample_161	-0.25510442289077945
sample_162	-0.7601109942479871
sample_163	-0.8949967608596178
sample_164	-0.8217770888060328
sample_165	-0.08792419770354212
sample_166	0.32758021844313784
sample_167	0.26354275961247703
sample_168	0.8104167084431559
sample_169	0.0015871339573065523
sample_170	1.4326504028580225
sample_171	-0.2742464828570528
sample_172	2.6909596375355918
sample_173	0.6102254129238261
sample_174	-0.8628525760788794
sample_175	-1.0751825936891606
sample_176	0.46797173034821093
sample_177	-0.2333232119528934
sample_178	0.6979779271868836
sample_179	0.4587976418701072
sample_180	-0.0836794869242644
sample_181	-0.852556861386746
sample_182	-1.5162191139556702
sample_183	-0.45490921060941997
sample_184	0.8394402139010806
sample_185	0.20135716781993362
sample_186	-1.24887957352779
sample_187	0.1607132779682384
sample_188	0.3714553150024746
sample_189	-0.8893769520245326
sample_190	0.14138534519599802
sample_191	0.04649680669232741
sample_192	-1.1467866111539426
sample_193	0.34410625614059753
sample_194	0.5457690797489059
sample_195	1.0646028292683336
sample_196	1.0355458991186426
sample_197	-1.3799429556878173
sample_198	-0.9429898155029703
sample_199	0.5003205399441614
sample_200	0.4990794356624522
sample_201	0.5003328774082505
sample_202	3.816077394898319
sample_203	0.555808635345987
sample_204	1.1167720382667492
sample_205	0.9364016185415175
sample_206	0.635780227919391
sample_207	-0.324526208397793
sample_208	0.7426510648366932
sample_209	-0.7790745681480173
sample_210	-0.24659124278699232
sample_211	-0.4935024465062665
sample_212	0.07000666991985448
sample_213	2.2881145427713396
sample_214	-1.866320565575038
sample_215	0.6704199662304772
sample_216	-1.6134444495780274
sample_217	-0.4801590536942573
sample_218	1.0704634053862294
sample_219	0.052528199425294464
sample_220	-1.081989832102718
sample_221	-0.7219311636369334
sample_222	0.663801318397972
sample_223	-0.7368950743853575
sample_224	0.2037064686528059
sample_225	0.03394299296981449
sample_226	-0.6586465373714872
sample_227	2.118522207036625
sample_228	0.6184228475111261
sample_229	-2.02316019883432
sample_230	0.17389941815229185
sample_231	-0.6687656990764698
sample_232	0.8355008201605257
sample_233	-0.7986406292857686
sample_234	-0.1253115488686455
sample_235	0.4903385992234558
sample_236	0.8487351121938881
sample_237	-1.203735903991294
sample_238	-0.3436317837374138
sample_239	-0.4831526910652881
sample_240	-0.6603640580204471
sample_241	1.7425202501529515
sample_242	0.39099038851304946
sample_243	-1.2639251967750091
sample_244	0.9004993566008621
sample_245	2.096877531052235
sample_246	1.01434935878402
sample_247	-1.520712126308833
sample_248	-0.4923803958162522
sample_249	1.2472541860412754
sample_250	-0.7143471014602017
sample_251	0.4295728173402248
sample_252	0.7582129295817887
sample_253	-0.9321668594198043
sample_254	-0.07046337736177122
sample_255	-3.2312911123900796
sample_256	-1.028983423016457
sample_257	-0.2622372624215103
sample_258	-1.2509105384946877
sample_259	1.6103518325764423
sample_260	-1.4320700563029936
sample_261	-0.44848127694825124
sample_262	0.11855189860338643
sample_263	1.4204702074660742
sample_264	-1.437753225694698
sample_265	1.1441887421357126
sample_266	-0.001163496802374808
sample_267	-0.9863862852132306
sample_268	0.44773667863563266
sample_269	0.18642194117781685
sample_270	-0.6076008211168957
sample_271	0.05801396763714173
sample_272	-0.39411014458632615
sample_273	0.10144187843952755
sample_274	0.6464490586817813
sample_275	1.5642623053663753
sample_276	-1.2410083750021956
sample_277	2.107683210754624
sample_278	-1.9505856159442252
sample_279	-0.16211667396488752
sample_280	0.5731207818570043
sample_281	0.26781555620414116
sample_282	-0.6299356807124696
sample_283	-0.21808351349759128
sample_284	-0.5010896312107109
sample_285	-0.5968200341358866
sample_286	0.8326881926975537
sample_287	0.3433394554475328
sample_288	-0.6996842507866122
sample_289	0.8823573253580613
sample_290	0.2939502836934743
sample_291	0.7961897140006906
sample_292	0.614160867360928
sample_293	-0.8348751488284828
sample_294	-0.5678281480025823
sample_295	0.7310521957044586
sample_296	0.5950288814823763
sample_297	-0.03209349725111722
sample_298	0.10522687232787521
sample_299	1.2579372460396328
sample_300	-0.5990121613791023
sample_301	0.5321719029906159
sample_302	-0.21219289204934166
sample_303	-0.22757963339072515
sample_304	1.0802250703968546
sample_305	0.8086614225950911
sample_306	0.7968329748979687
sample_307	1.2855683308060486
sample_308	0.009536485239268155
sample_309	0.6661410593939346
sample_310	-0.3195566027408184
sample_311	0.3107062461281113
sample_312	-0.14061689091222485
sample_313	0.08502909663490749
sample_314	0.5799156412628855
sample_315	-0.8241716430270735
sample_316	2.0673042870098954
sample_317	-1.0107339147041234
sample_318	-1.2175367933779884
sample_319	1.1391690770986378
sample_320	0.7751296373346396
